system:index,NDVI,day,month,name,year,.geo
LC08_035038_20130604_00000000000000000008_0,0.20526254,4,6,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_00000000000000000009_0,0.32660028,4,6,D-22-20 26DDC [ANTELOPE 2],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_0000000000000000000a_0,0.19104387,4,6,D-22-20 26ABB1 [ANTELOPE 3],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_0000000000000000000b_0,0.148021,4,6,D-22-21 11BDA1 [SB RANCH],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_0000000000000000000c_0,0.19724108,4,6,D-21-21 27CBD [BELLA VISTA],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_0000000000000000000d_0,0.16380762,4,6,D-22-22 23BCA [MISTY RAY],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_0000000000000000000e_0,0.14483885,4,6,D-21-21 20ACC1 [MW-4],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_0000000000000000000f_0,0.16875333,4,6,D-21-21 19CDD1 [MW-3],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_00000000000000000010_0,0.15703037,4,6,D-21-20 20DCD1 [TW-1] UNSURV,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_00000000000000000011_0,0.20939998,4,6,D-21-23 17DDA,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_00000000000000000012_0,0.20147997,4,6,D-21-20 14DAD1 [MW-6],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_00000000000000000013_0,0.17441662,4,6,D-21-22 13CAD,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_00000000000000000014_0,0.18855403,4,6,D-21-20 15ACD1 [TW-4],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_00000000000000000015_0,0.16156983,4,6,D-21-21 17BCC1 [TW-9],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_00000000000000000016_0,0.19264796,4,6,D-21-20 13CBD1 [TW-8],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_00000000000000000017_0,0.2066801,4,6,D-21-20 13CBA1 [CASING-8],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_00000000000000000018_0,0.2600885,4,6,D-21-20 11BCD1 [TW-7],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_00000000000000000019_0,0.15986282,4,6,D-21-21 16AAD1 [MW-5],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_0000000000000000001a_0,0.1654666,4,6,D-21-21 10ADA1 [MW-1],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_0000000000000000001b_0,0.15408151,4,6,D-21-20 10BBD1 [TW-9W],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_0000000000000000001c_0,0.14639984,4,6,D-21-20 09ABC1 [MW-2],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_0000000000000000001d_0,0.13569026,4,6,D-20-21 33CDD1 [MW-7],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_0000000000000000001e_0,0.14505108,4,6,D-20-20 35CCB1 [TW-6],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_0000000000000000001f_0,0.19015442,4,6,D-20-19 13DDC1 [RAIN],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000000_0,0.19594881,20,6,D-24-21 17BCB3 [Baumkirchner 3],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000001_0,0.33596596,20,6,D-23-22 33BCC [PALO FH],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000002_0,0.1759574,20,6,D-23-22 29DBD1 [3-CAN S],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000003_0,0.17478406,20,6,D-23-22 29ACB1 [3-CAN N],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000004_0,0.1698948,20,6,D-23-23 32BCB [FOUDY],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000005_0,0.13347727,20,6,D-23-22 17ACC [HOLDER],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000006_0,0.17159002,20,6,D-23-21 06CCC2 [RAMBO],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000007_0,0.16920148,20,6,D-22-21 35ADD1 PZ1 [RANCH DEEP],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000008_0,0.16920148,20,6,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000009_0,0.3156627,20,6,D-22-20 26DDC [ANTELOPE 2],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_0000000000000000000a_0,0.21182856,20,6,D-22-20 26ABB1 [ANTELOPE 3],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_0000000000000000000b_0,0.1533554,20,6,D-22-21 11BDA1 [SB RANCH],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_0000000000000000000c_0,0.19508839,20,6,D-21-21 27CBD [BELLA VISTA],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_0000000000000000000d_0,0.1615363,20,6,D-22-22 23BCA [MISTY RAY],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_0000000000000000000e_0,0.14500427,20,6,D-21-21 20ACC1 [MW-4],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_0000000000000000000f_0,0.16832837,20,6,D-21-21 19CDD1 [MW-3],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000010_0,0.16807882,20,6,D-21-20 20DCD1 [TW-1] UNSURV,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000011_0,0.20783293,20,6,D-21-23 17DDA,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000012_0,0.20782806,20,6,D-21-20 14DAD1 [MW-6],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
