0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
0,d_20201001,100,99.5,48.9,16.9,0.2,0,0,0,0,0,0
0,d_20201101,100,100,94.5,60.5,12.5,0,0,0,0,0,0
0,d_20201201,100,100,100,99.1,94.8,0,0,0,0,0,0
0,d_20210101,100,100,98.7,94.9,77.3,0,0,0,0,0,0
0,d_20210201,100,100,100,99,84.4,0,0,0,0,0,0
0,d_20210301,100,100,100,99.5,89.4,0,0,0,0,0,0
0,d_20210401,100,100,100,100,50.8,0,0,0,0,0,0
0,d_20210501,100,100,92.4,48.7,0.1,0,0,0,0,0,0
0,d_20210601,100.1,100.1,94.4,15.6,0,0,0,0,0,0,0
92.9,d_20210701,5.5,0.3,0,0,0,0,1.6,0,0,0,0
79.3,d_20210801,0.5,0,0,0,0,0,20.3,9,1.8,0,0
46.8,d_20210901,0,0,0,0,0,0,53.1,27.4,5.2,1.2,0
51.2,d_20211001,0.1,0,0,0,0,0,48.7,25.4,2.3,0,0
55.1,d_20211101,0,0,0,0,0,0,44.9,22.7,1.7,0,0
59.8,d_20211201,0,0,0,0,0,0,40.2,18.6,0.5,0,0
59.4,d_20220101,0,0,0,0,0,0,40.6,12.6,0,0,0
78.6,d_20220201,0.2,0,0,0,0,0,21.2,3.4,0,0,0
82.7,d_20220301,0.5,0,0,0,0,0,16.8,2.8,0,0,0
46.5,d_20220401,53.5,15.1,0,0,0,0,0,0,0,0,0
16.7,d_20220501,83.3,64.5,2.4,0,0,0,0,0,0,0,0
8.8,d_20220601,91.2,51.7,0.1,0,0,0,0,0,0,0,0
71.5,d_20220701,28.5,5,0,0,0,0,0,0,0,0,0
19.7,d_20220801,0,0,0,0,0,0,80.3,50.7,8.5,0,0
3.7,d_20220901,0,0,0,0,0,0,96.3,88,68.4,32.2,0
0,d_20221001,0,0,0,0,0,0,100,97.6,68.5,43.6,1.1
0,d_20221101,0,0,0,0,0,0,100,96.9,71.3,33.4,0.5
0,d_20221201,0,0,0,0,0,0,100.1,98.7,74.8,32.1,1.4
0,d_20230101,0,0,0,0,0,0,100,100,88.6,42.1,3.6
0,d_20230201,0,0,0,0,0,0,100.1,100,79.3,30.2,1.7
0.1,d_20230301,0,0,0,0,0,0,99.9,93.4,22.6,6.7,0
9,d_20230401,0,0,0,0,0,0,91,64.4,0.9,0,0
90.5,d_20230501,0,0,0,0,0,0,9.5,0,0,0,0
87.2,d_20230601,12.8,0,0,0,0,0,0,0,0,0,0
10.8,d_20230701,89.2,74.7,27.3,14.4,2.8,0,0,0,0,0,0
14.4,d_20230801,85.5,76.8,52.3,26.9,10.2,0,0,0,0,0,0
0,d_20230901,99.9,99.8,86.6,72,39.7,0,0,0,0,0,0
0,d_20231001,99.9,99.9,93.1,86.8,72.2,0,0,0,0,0,0
0,d_20231101,100.1,100.1,97,91,82,0,0,0,0,0,0
0,d_20231201,100,98.9,89.2,80.4,44.6,0,0,0,0,0,0
5.3,d_20240101,94.8,89.3,53.4,17.8,0.6,0,0,0,0,0,0
5.3,d_20240201,94.8,86.5,21.9,3.7,0.3,0,0,0,0,0,0
7.9,d_20240301,92.2,72.1,12.8,1.4,0,0,0,0,0,0,0
95.3,d_20240401,4.7,0,0,0,0,0,0,0,0,0,0
100,d_20240501,0,0,0,0,0,0,0,0,0,0,0
57.9,d_20240601,0,0,0,0,0,0,42.1,0.2,0,0,0
66.4,d_20240701,0,0,0,0,0,0,33.6,2.2,0,0,0
